90203.35       0.0       0.0       1.0
90242.35       0.0       1.0       0.0
90319.65       0.0       2.0       1.0
90434.71       0.0       3.0       0.0
90586.39       0.0       4.0       1.0
90773.35       0.0       5.0       0.0
90994.10       0.0       6.0       1.0
91246.48       0.0       7.0       0.0
91528.66       0.0       8.0       1.0
91521.76       1.0       0.0       1.0
91558.76       1.0       1.0       0.0
91632.20       1.0       2.0       1.0
91741.65       1.0       3.0       0.0
91886.08       1.0       4.0       1.0
92064.34       1.0       5.0       0.0
92275.04       1.0       6.0       1.0
92516.41       1.0       7.0       0.0
92786.63       1.0       8.0       1.0
92803.19       2.0       0.0       1.0
92838.60       2.0       1.0       0.0
92908.80       2.0       2.0       1.0
93013.47       2.0       3.0       0.0
93151.67       2.0       4.0       1.0
93322.38       2.0       5.0       0.0
93524.36       2.0       6.0       1.0
93755.95       2.0       7.0       0.0
94015.76       2.0       8.0       1.0
94049.96       3.0       0.0       1.0
94083.85       3.0       1.0       0.0
94151.18       3.0       2.0       1.0
94251.59       3.0       3.0       0.0
94384.29       3.0       4.0       1.0
94540.23       3.0       5.0       0.0
94742.38       3.0       6.0       1.0
94965.21       3.0       7.0       0.0
95215.34       3.0       8.0       1.0
95262.94       4.0       0.0       1.0
95295.61       4.0       1.0       0.0
95360.24       4.0       2.0       1.0
95456.76       4.0       3.0       0.0
95584.38       4.0       4.0       1.0
95742.13       4.0       5.0       0.0
95929.13       4.0       6.0       1.0
96143.86       4.0       7.0       0.0
96385.01       4.0       8.0       1.0
96442.96       5.0       0.0       1.0
96474.38       5.0       1.0       0.0
96536.57       5.0       2.0       1.0
96629.50       5.0       3.0       0.0
96752.41       5.0       4.0       1.0
96904.38       5.0       5.0       0.0
97084.65       5.0       6.0       1.0
97291.73       5.0       7.0       0.0
97524.53       5.0       8.0       1.0
97590.52       6.0       0.0       1.0
97620.36       6.0       1.0       0.0
97680.33       6.0       2.0       1.0
97769.82       6.0       3.0       0.0
97888.33       6.0       4.0       1.0
98034.76       6.0       5.0       0.0
98208.55       6.0       6.0       1.0
98409.57       6.0       7.0       0.0
98634.30       6.0       8.0       1.0
98705.78       7.0       0.0       1.0
98734.71       7.0       1.0       0.0
98792.31       7.0       2.0       1.0
98878.61       7.0       3.0       0.0
98992.40       7.0       4.0       1.0
99133.81       7.0       5.0       0.0
99301.36       7.0       6.0       1.0 
99494.76       7.0       7.0       0.0
99712.98       7.0       8.0       1.0 
99789.86       8.0       0.0       1.0
99817.80       8.0       1.0       0.0
99873.74       8.0       2.0       1.0
99957.24       8.0       3.0       0.0
100068.06      8.0       4.0       1.0
100206.10      8.0       5.0       0.0
100842.41      9.0       0.0       1.0
100869.26      9.0       1.0       0.0
100922.98      9.0       2.0       1.0
101003.34      9.0       3.0       0.0
101109.50      9.0       4.0       1.0
101241.21      9.0       5.0       0.0
101397.63      9.0       6.0       1.0           	
101864.76      10.0      0.0       1.0
101891.16      10.0      1.0       0.0
101943.59      10.0      2.0       1.0
102022.37      10.0      3.0       0.0
102129.05      10.0      4.0       1.0
102252.08      10.0      5.0       0.0 
102381.97      10.0      6.0       1.0
102857.59      11.0      0.0       1.0
102881.99      11.0      1.0       0.0
102931.97      11.0      2.0       1.0
103006.90      11.0      3.0       0.0
103106.47      11.0      4.0       1.0
103229.83      11.0      5.0       0.0
103379.19      11.0      6.0       1.0
103541.90      11.0      7.0       0.0
103819.34      12.0      0.0       1.0
103844.38      12.0      1.0       0.0
103895.00      12.0      2.0       1.0
103976.08      12.0      3.0       0.0
104045.65      12.0      4.0       1.0
104752.71      13.0      0.0       1.0
104775.92      13.0      1.0       0.0
104822.99      13.0      2.0       1.0
104893.05      13.0      3.0       0.0
104986.32      13.0      4.0       1.0
105101.62      13.0      5.0       0.0
105658.32      14.0      0.0       1.0
106534.25      15.0      0.0       1.0
