0.0            0.0       0.0       0.0
118.49         0.0       1.0       1.0
354.39         0.0       2.0       0.0
705.54         0.0       3.0       1.0
1168.80        0.0       4.0       0.0
1740.19        0.0       5.0       1.0
2414.97        0.0       6.0       0.0
3187.90        0.0       7.0       1.0
4053.42        0.0       8.0       0.0
4161.14        1.0       0.0       0.0
4273.70        1.0       1.0       1.0
4497.79        1.0       2.0       0.0
4831.36        1.0       3.0       1.0
5271.45        1.0       4.0       0.0
5814.27        1.0       5.0       1.0
6455.38        1.0       6.0       0.0
7189.86        1.0       7.0       1.0
8012.54        1.0       8.0       0.0
8087.11        2.0       0.0       0.0
8193.89        2.0       1.0       1.0
8406.43        2.0       2.0       0.0
8722.74        2.0       3.0       1.0
9139.93        2.0       4.0       0.0
9654.28        2.0       5.0       1.0
10261.48       2.0       6.0       0.0
10956.74       2.0       7.0       1.0
11735.03       2.0       8.0       0.0
11782.35       3.0       0.0       0.0
11883.44       3.0       1.0       1.0
12084.64       3.0       2.0       0.0
12384.02       3.0       3.0       1.0
12778.78       3.0       4.0       0.0
13265.26       3.0       5.0       1.0
13839.14       3.0       6.0       0.0
14495.49       3.0       7.0       1.0
15229.01       3.0       8.0       0.0
15250.36       4.0       0.0       0.0
15345.80       4.0       1.0       1.0
15535.75       4.0       2.0       0.0
15818.32       4.0       3.0       1.0
16190.78       4.0       4.0       0.0
16649.61       4.0       5.0       1.0
17190.56       4.0       6.0       0.0
17808.85       4.0       7.0       1.0
18491.92       5.0       0.0       0.0
18581.68       5.0       1.0       1.0
18760.29       5.0       2.0       0.0
19025.93       5.0       3.0       1.0
19375.95       5.0       4.0       0.0
19806.91       5.0       5.0       1.0
20314.72       5.0       6.0       0.0
20894.74       5.0       7.0       1.0
21505.65       6.0       0.0       0.0
21589.69       6.0       1.0       1.0
21756.87       6.0       2.0       0.0
22005.42       6.0       3.0       1.0
22332.72       6.0       4.0       0.0
22735.42       6.0       5.0       1.0
23209.49       6.0       6.0       0.0
23750.37       6.0       7.0       1.0
24287.83       7.0       0.0       0.0
24365.97       7.0       1.0       1.0
24521.39       7.0       2.0       0.0
24752.33       7.0       3.0       1.0
25056.29       7.0       4.0       0.0
25429.97       7.0       5.0       1.0
25869.48       7.0       6.0       0.0
26370.36       7.0       7.0       1.0
26830.97       8.0       0.0       0.0
26903.00       8.0       1.0       1.0
27046.19       8.0       2.0       0.0
27258.82       8.0       3.0       1.0
27538.37       8.0       4.0       0.0
27881.60       8.0       5.0       1.0
28284.61       8.0       6.0       0.0
28742.97       8.0       7.0       1.0
29123.93       9.0       0.0       0.0
29189.45       9.0       1.0       1.0
29319.63       9.0       2.0       0.0
29512.74       9.0       3.0       1.0
29766.29       9.0       4.0       0.0
30077.01       9.0       5.0       1.0
30441.03       9.0       6.0       0.0
30853.92       9.0       7.0       1.0
31150.19       10.0      0.0       0.0
31208.67       10.0      1.0       1.0
31324.75       10.0      2.0       0.0
31496.70       10.0      3.0       1.0
31721.97       10.0      4.0       0.0
31997.26       10.0      5.0       1.0
32318.55       10.0      6.0       0.0
32681.23       10.0      7.0       1.0
32886.85       11.0      0.0       0.0
32937.50       11.0      1.0       1.0
33037.89       11.0      2.0       0.0
33186.22       11.0      3.0       1.0
33379.84       11.0      4.0       0.0
33615.26       11.0      5.0       1.0
33888.22       11.0      6.0       0.0
34193.75       11.0      7.0       1.0
34301.83       12.0      0.0       0.0
34343.52       12.0      1.0       1.0
34425.91       12.0      2.0       0.0
34547.03       12.0      3.0       1.0
34703.99       12.0      4.0       0.0
34892.95       12.0      5.0       1.0
35109.25       12.0      6.0       0.0
35347.41       12.0      7.0       1.0
35351.01       13.0      0.0       0.0
35381.98       13.0      1.0       1.0
35442.73       13.0      2.0       0.0
35530.91       13.0      3.0       1.0
35642.95       13.0      4.0       0.0
35774.15       13.0      5.0       1.0
35918.58       13.0      6.0       0.0
35972.97       14.0      0.0       0.0
35990.2        14.0      1.0       1.0
36022.8        14.0      2.0       0.0
36067.6        14.0      3.0       1.0
36117.8        14.0      4.0       0.0
