99150.90       0.0       1.0       1.0
99152.07       0.0       1.0       0.0
99272.41       0.0       2.0       0.0
99275.88       0.0       2.0       1.0
99453.50       0.0       3.0       1.0
99460.01       0.0       3.0       0.0
99692.77       0.0       4.0       0.0
99702.72       0.0       4.0       1.0
99988.37       0.0       5.0       1.0
100001.27      0.0       5.0       0.0
100338.20      0.0       6.0       0.0
100739.75      0.0       7.0       1.0
101456.41      1.0       1.0       1.0
101457.64      1.0       1.0       0.0
101571.65      1.0       2.0       0.0
101575.04      1.0       2.0       1.0
101743.31      1.0       3.0       1.0
101749.24      1.0       3.0       0.0
101970.12      1.0       4.0       0.0
101976.70      1.0       4.0       1.0
102250.37      1.0       5.0       1.0
102259.06      1.0       5.0       0.0
102581.76      1.0       6.0       0.0
102962.28      1.0       7.0       1.0
103627.95      2.0       1.0       1.0
103628.83      2.0       1.0       0.0
103737.08      2.0       2.0       0.0
103738.50      2.0       2.0       1.0
103899.55      2.0       3.0       1.0
103896.01      2.0       3.0       0.0
104114.21      2.0       4.0       0.0
104141.74      2.0       4.0       1.0
104379.41      2.0       5.0       1.0
104642.98      2.0       6.0       0.0
105052.80      2.0       7.0       1.0
105668.20      3.0       1.0       1.0
105660.84      3.0       1.0       0.0
105775.00      3.0       2.0       0.0
105783.85      3.0       2.0       1.0
105924.70      3.0       3.0       1.0
106129.4       3.0       4.0       0.0
106379.4       3.0       5.0       1.0
