0.02704        0.0       6.0
0.01152        1.0       6.0
0.007588       2.0       6.0
0.02045        3.0       6.0
0.001083       4.0       6.0
0.02619        5.0       6.0
0.0002326      6.0       6.0
0.02860        7.0       6.0
0.002092       8.0       6.0
0.03193        9.0       6.0
0.001200       10.0      6.0
0.03754        11.0      6.0
0.02307        12.0      6.0
0.1360         13.0      6.0
0.01389        14.0      6.0
0.02673        0.0       7.0
0.004353       1.0       7.0
0.01426        2.0       7.0
0.009147       3.0       7.0
0.01002        4.0       7.0
0.01420        5.0       7.0
0.007738       6.0       7.0
0.01783        7.0       7.0
0.008564       8.0       7.0
0.01692        9.0       7.0
0.01689        10.0      7.0
0.005227       11.0      7.0
0.02041        12.0      7.0
0.07911        13.0      7.0
0.01075        14.0      7.0
0.02523        0.0       8.0
0.0007751      1.0       8.0
0.01734        2.0       8.0
0.001658       3.0       8.0
0.01712        4.0       8.0
0.002348       5.0       8.0
0.01874        6.0       8.0
0.001816       7.0       8.0
0.02218        8.0       8.0
0.00003237     9.0       8.0
0.02331        10.0      8.0
0.007384       11.0      8.0
0.005898       12.0      8.0
0.0006323      13.0      8.0
0.06922        14.0      8.0
0.02298        0.0       9.0
0.00002731     1.0       9.0
0.01654        2.0       9.0
0.0001070      3.0       9.0
0.01688        4.0       9.0
0.0004699      5.0       9.0
0.01756        6.0       9.0
0.002252       7.0       9.0
0.01537        8.0       9.0
0.009152       9.0       9.0
0.005235       10.0      9.0
0.01986        11.0      9.0
0.004801       12.0      9.0
0.007747       13.0      9.0
0.01268        14.0      9.0
0.02035        0.0       10.0
0.001053       1.0       10.0
0.01322        2.0       10.0
0.002635       3.0       10.0
0.01146        4.0       10.0
0.005580       5.0       10.0
0.008604       6.0       10.0
0.01107        7.0       10.0
0.002986       8.0       10.0
0.01758        9.0       10.0
0.0009001      10.0      10.0
0.009723       11.0      10.0
0.01410        12.0      10.0
0.009443       13.0      10.0
0.01724        14.0      10.0
0.01764        0.0       11.0
0.002901       1.0       11.0
0.009040       2.0       11.0
0.006401       3.0       11.0
0.005246       4.0       11.0
0.01098        5.0       11.0
0.001464       6.0       11.0
0.01517        7.0       11.0
0.0004202      8.0       11.0
0.01224        9.0       11.0
0.009771       10.0      11.0
0.0002152      11.0      11.0
0.00929        12.0      11.0
0.006417       13.0      11.0
0.03265        14.0      11.0
0.01504        0.0       12.0
0.004885       1.0       12.0
0.005227       2.0       12.0
0.009349       3.0       12.0
0.001179       4.0       12.0
0.01280        5.0       12.0
0.0002202      6.0       12.0
0.01174        7.0       12.0
0.0059         8.0       12.0
0.003098       9.0       12.0
0.01373        10.0      12.0
0.003522       11.0      12.0
0.0009217      12.0      12.0
0.006921       13.0      12.0
0.001294       14.0      12.0
0.01266        0.0       13.0
0.006599       1.0       13.0
0.002404       2.0       13.0
0.01062        3.0       13.0
0.000002365    4.0       13.0
0.01091        5.0       13.0
0.003240       6.0       13.0
0.005393       7.0       13.0
0.01101        8.0       13.0
0.00003452     9.0       13.0
0.008839       10.0      13.0
0.009624       11.0      13.0
0.001186       12.0      13.0
0.0002958      13.0      13.0
0.01224        14.0      13.0
0.01055        0.0       14.0
0.007856       1.0       14.0
0.0007232      2.0       14.0
0.01026        3.0       14.0
0.001013       4.0       14.0
0.007158       5.0       14.0
0.007061       6.0       14.0
0.0009517      7.0       14.0
0.01129        8.0       14.0
0.003125       9.0       14.0
0.002338       10.0      14.0
0.009857       11.0      14.0
0.005785       12.0      14.0
0.0006306      13.0      14.0
0.003346       14.0      14.0
0.008730       0.0       15.0
0.008617       1.0       15.0
0.00004706     2.0       15.0
0.008770       3.0       15.0
0.003033       4.0       15.0
0.003465       5.0       15.0
0.009257       6.0       15.0
0.0001010      7.0       15.0
0.007728       8.0       15.0
0.007419       9.0       15.0
0.000002678    10.0      15.0
0.005381       11.0      15.0
0.007713       12.0      15.0
0.003807       13.0      15.0
0.0002629      14.0      15.0
