0.001689       0.0       0.0
0.01285        1.0       0.0
0.04422        2.0       0.0
0.09098        3.0       0.0
0.1240         4.0       0.0
0.1165         5.0       0.0
0.07564        6.0       0.0
0.03269        7.0       0.0
0.008554       8.0       0.0
0.001075       9.0       0.0
0.00002857     10.0      0.0
0.0            11.0      0.0
0.0            12.0      0.0
0.0            13.0      0.0
0.0            14.0      0.0
0.005790       0.0       1.0
0.03098        1.0       1.0
0.064          2.0       1.0
0.05705        3.0       1.0
0.01151        4.0       1.0
0.009155       5.0       1.0
0.07544        6.0       1.0
0.1201         7.0       1.0
0.08649        8.0       1.0
0.02931        9.0       1.0
0.003388       10.0      1.0
0.000009202    11.0      1.0
0.00001229     12.0      1.0
0.0            13.0      1.0
0.0            14.0      1.0
0.01156        0.0       2.0
0.04230        1.0       2.0
0.04581        2.0       2.0
0.006855       3.0       2.0
0.01426        4.0       2.0
0.05702        5.0       2.0
0.02673        6.0       2.0
0.004805       7.0       2.0
0.08576        8.0       2.0
0.1223         9.0       2.0
0.05207        10.0      2.0
0.003958       11.0      2.0
0.0001391      12.0      2.0
0.000004088    13.0      2.0
0.000004789    14.0      2.0
0.01755        0.0       3.0
0.04225        1.0       3.0
0.01785        2.0       3.0
0.003530       3.0       3.0
0.03990        4.0       3.0
0.01730        5.0       3.0
0.008813       6.0       3.0
0.05561        7.0       3.0
0.01198        8.0       3.0
0.03670        9.0       3.0
0.1351         10.0      3.0
0.06338        11.0      3.0
0.0007961      12.0      3.0
0.0008181      13.0      3.0
0.0001257      14.0      3.0
0.02250        0.0       4.0
0.03369        1.0       4.0
0.002007       2.0       4.0
0.02051        3.0       4.0
0.02523        4.0       4.0
0.001176       5.0       4.0
0.03855        6.0       4.0
0.008753       7.0       4.0
0.02634        8.0       4.0
0.03957        9.0       4.0
0.01240        10.0      4.0
0.1450         11.0      4.0
0.04991        12.0      4.0
0.002582       13.0      4.0
0.000001566    14.0      4.0
0.02571        0.0       5.0
0.02201        1.0       5.0
0.001016       2.0       5.0
0.02745        3.0       5.0
0.00398        4.0       5.0
0.01991        5.0       5.0
0.01891        6.0       5.0
0.008419       7.0       5.0
0.03422        8.0       5.0
0.002429       9.0       5.0
0.04636        10.0      5.0
0.008287       11.0      5.0
0.1616         12.0      5.0
0.009151       13.0      5.0
0.007452       14.0      5.0
