0.0            0.0       0.0       0.0
118.48681      0.0       1.0       1.0
354.37313      0.0       2.0       0.0
705.51884      0.0       3.0       1.0
1168.79743     0.0       4.0       0.0
1740.18952     0.0       5.0       1.0
2414.89698     0.0       6.0       0.0
3187.47046     0.0       7.0       1.0
4051.94298     0.0       8.0       0.0
4161.16612     1.0       0.0       0.0
4273.74057     1.0       1.0       1.0
4497.83842     1.0       2.0       0.0
4831.39145     1.0       3.0       1.0
5271.37944     1.0       4.0       0.0
5813.92175     1.0       5.0       1.0
6454.38869     1.0       6.0       0.0
7187.52562     1.0       7.0       1.0
8007.58228     1.0       8.0       0.0
8087.00276     2.0       0.0       0.0
8193.79429     2.0       1.0       1.0
8406.36101     2.0       2.0       0.0
8722.70214     2.0       3.0       1.0
9139.89774     2.0       4.0       0.0
9654.19733     2.0       5.0       1.0
10261.12862    2.0       6.0       0.0
10955.61787    2.0       7.0       1.0
11732.11493    2.0       8.0       0.0
11782.39100    3.0       0.0       0.0
11883.48803    3.0       1.0       1.0
12084.69726    3.0       2.0       0.0
12384.08200    3.0       3.0       1.0
12778.81554    3.0       4.0       0.0
13265.26825    3.0       5.0       1.0
13839.11354    3.0       6.0       0.0
14495.44333    3.0       7.0       1.0
15228.88959    3.0       8.0       0.0
15250.36599    4.0       0.0       0.0
15345.81015    4.0       1.0       1.0
15535.74360    4.0       2.0       0.0
15818.28817    4.0       3.0       1.0
16190.70300    4.0       4.0       0.0
16649.46912    4.0       5.0       1.0
17190.39148    4.0       6.0       0.0
17808.71137    4.0       7.0       1.0
18491.93007    5.0       0.0       0.0
18581.71071    5.0       1.0       1.0
18760.34401    5.0       2.0       0.0
19026.00471    5.0       3.0       1.0
19376.02895    5.0       4.0       0.0
19806.99601    5.0       5.0       1.0
20314.82675    5.0       6.0       0.0
20894.89143    5.0       7.0       1.0
21505.78004    6.0       0.0       0.0
21589.82401    6.0       1.0       1.0
21757.00741    6.0       2.0       0.0
22005.55080    6.0       3.0       1.0
22332.85637    6.0       4.0       0.0
22735.58654    6.0       5.0       1.0
23209.75820    6.0       6.0       0.0
23750.84548    6.0       7.0       1.0
24287.91593    7.0       0.0       0.0
24366.07387    7.0       1.0       1.0
24521.50419    7.0       2.0       0.0
24752.46410    7.0       3.0       1.0
25056.40769    7.0       4.0       0.0
25430.06079    7.0       5.0       1.0
25869.51028    7.0       6.0       0.0
26370.30089    7.0       7.0       1.0
26831.09128    8.0       0.0       0.0
26903.11764    8.0       1.0       1.0
27046.29765    8.0       2.0       0.0
27258.91279    8.0       3.0       1.0
27538.44966    8.0       4.0       0.0
27881.67037    8.0       5.0       1.0
28284.69568    8.0       6.0       0.0
28743.09401    8.0       7.0       1.0
29124.04117    9.0       0.0       0.0
29189.56470    9.0       1.0       1.0
29319.74324    9.0       2.0       0.0
29512.86461    9.0       3.0       1.0
29766.41999    9.0       4.0       0.0
30077.16811    9.0       5.0       1.0
30441.21013    9.0       6.0       0.0
30854.06762    9.0       7.0       1.0
31150.39159    10.0      0.0       0.0
31208.87063    10.0      1.0       1.0
31324.95113    10.0      2.0       0.0
31496.89996    10.0      3.0       1.0
31722.16964    10.0      4.0       0.0
31997.45349    10.0      5.0       1.0
32318.74756    10.0      6.0       0.0
32681.41081    10.0      7.0       1.0
32887.09878    11.0      0.0       0.0
32937.74982    11.0      1.0       1.0
33038.14355    11.0      2.0       0.0
33186.48065    11.0      3.0       1.0
33380.10235    11.0      4.0       0.0
33615.52977    11.0      5.0       1.0
33888.50199    11.0      6.0       0.0
34194.00051    11.0      7.0       1.0
34302.17428    12.0      0.0       0.0
34343.84851    12.0      1.0       1.0
34426.21808    12.0      2.0       0.0
34547.33330    12.0      3.0       1.0
34704.28499    12.0      4.0       0.0
34893.20858    12.0      5.0       1.0
35109.26332    12.0      6.0       0.0
35346.55544    12.0      7.0       1.0
35351.31435    13.0      0.0       0.0
35382.25172    13.0      1.0       1.0
35442.98838    13.0      2.0       0.0
35531.22953    13.0      3.0       1.0
35643.47139    13.0      4.0       0.0
35774.87561    13.0      5.0       1.0
35918.96787    13.0      6.0       0.0
35973.27254    14.0      0.0       0.0
35990.43330    14.0      1.0       1.0
36023.12365    14.0      2.0       0.0
36067.82965    14.0      3.0       1.0
36118.04213    14.0      4.0       0.0
