0.0476         0.0       0.0
0.1312         1.0       0.0
0.1401         2.0       0.0
0.07412        3.0       0.0
0.02046        4.0       0.0
0.002786       5.0       0.0
0.0001510      6.0       0.0
0.0            7.0       0.0
0.0            8.0       0.0
0.0            9.0       0.0
0.0            10.0      0.0
0.0            11.0      0.0
0.0            12.0      0.0
0.0            13.0      0.0
0.0            14.0      0.0
0.07284        0.0       1.0
0.05594        1.0       1.0
0.001431       2.0       1.0
0.09064        3.0       1.0
0.1293         4.0       1.0
0.06100        5.0       1.0
0.01147        6.0       1.0
0.0006994      7.0       1.0
0.0            8.0       1.0
0.0            9.0       1.0
0.0            10.0      1.0
0.0            11.0      1.0
0.0            12.0      1.0
0.0            13.0      1.0
0.0            14.0      1.0
0.06982        0.0       2.0
0.004936       1.0       2.0
0.04536        2.0       2.0
0.03228        3.0       2.0
0.01627        4.0       2.0
0.1257         5.0       2.0
0.1062         6.0       2.0
0.02692        7.0       2.0
0.001694       8.0       2.0
0.0            9.0       2.0
0.0            10.0      2.0
0.0            11.0      2.0
0.0            12.0      2.0
0.0            13.0      2.0
0.0            14.0      2.0
0.05472        0.0       3.0
0.002660       1.0       3.0
0.04156        2.0       3.0
0.001499       3.0       3.0
0.05634        4.0       3.0
0.001806       5.0       3.0
0.08414        6.0       3.0
0.1415         7.0       3.0
0.04718        8.0       3.0
0.002662       9.0       3.0
0.00001825     10.0      3.0
0.0            11.0      3.0
0.0            12.0      3.0
0.0            13.0      3.0
0.0            14.0      3.0
